"SessionID","StudentLevel","Discipline","SessionDate","SessionLengthMin","TotalPrompts","TaskType","AI_AssistanceLevel","FinalOutcome","UsedAgain","SatisfactionRating","Month","Year","DayOfWeek","SessionEfficiency","Cluster"
"SESSION00189","Undergraduate","Biology",2024-11-27,39.67,19,"Coding",4,"Assignment Completed","False",3.9,"11","2024","Wednesday",0.478951348626166,3
"SESSION00190","High School","Math",2025-04-12,9.45,3,"Homework Help",4,"Assignment Completed","True",3.5,"04","2025","Saturday",0.317460317460317,1
"SESSION00191","Undergraduate","Computer Science",2025-06-20,13.43,2,"Writing",3,"Gave Up","True",3.9,"06","2025","Friday",0.148920327624721,1
"SESSION00192","Undergraduate","Computer Science",2024-07-09,11.71,3,"Homework Help",3,"Confused","True",2.9,"07","2024","Tuesday",0.256191289496157,2
"SESSION00193","Graduate","Computer Science",2024-10-23,16.22,5,"Homework Help",3,"Assignment Completed","True",3.2,"10","2024","Wednesday",0.30826140567201,2
"SESSION00194","Undergraduate","Biology",2025-06-15,19.03,4,"Studying",3,"Gave Up","False",3.6,"06","2025","Sunday",0.210194429847609,2
"SESSION00195","Undergraduate","Computer Science",2025-05-30,10.37,4,"Studying",4,"Confused","False",4.3,"05","2025","Friday",0.38572806171649,1
"SESSION00196","Undergraduate","Business",2024-12-04,37.05,14,"Studying",5,"Idea Drafted","True",5,"12","2024","Wednesday",0.377867746288799,3
"SESSION00197","Undergraduate","Business",2024-07-30,26.61,5,"Brainstorming",4,"Assignment Completed","False",3.3,"07","2024","Tuesday",0.187899285982713,1
"SESSION00198","Undergraduate","Computer Science",2025-03-06,72.82,25,"Homework Help",2,"Gave Up","False",2,"03","2025","Thursday",0.34331227684702,3
"SESSION00199","Graduate","Computer Science",2024-10-31,24.43,5,"Homework Help",5,"Assignment Completed","False",5,"10","2024","Thursday",0.204666393778142,1
"SESSION00200","Undergraduate","Business",2024-10-06,15.52,4,"Studying",2,"Confused","False",2.8,"10","2024","Sunday",0.257731958762887,2
"SESSION00201","Graduate","Business",2025-04-07,1.68,1,"Homework Help",3,"Confused","True",1.7,"04","2025","Monday",0.595238095238095,2
"SESSION00202","Graduate","Computer Science",2024-07-14,13.99,2,"Homework Help",3,"Confused","False",4.3,"07","2024","Sunday",0.142959256611866,1
"SESSION00203","Undergraduate","History",2024-08-16,23.58,6,"Coding",4,"Idea Drafted","False",3.9,"08","2024","Friday",0.254452926208651,1
"SESSION00204","High School","Biology",2024-07-20,19.3,6,"Studying",4,"Assignment Completed","True",2.5,"07","2024","Saturday",0.310880829015544,2
"SESSION00205","High School","Biology",2024-07-30,31.13,6,"Homework Help",4,"Assignment Completed","True",2.5,"07","2024","Tuesday",0.192740122068744,2
"SESSION00206","Graduate","Psychology",2025-02-07,14.96,4,"Studying",2,"Idea Drafted","True",1.8,"02","2025","Friday",0.267379679144385,2
"SESSION00207","Undergraduate","Business",2024-06-25,47.16,17,"Studying",4,"Assignment Completed","True",3.3,"06","2024","Tuesday",0.360474978795589,3
"SESSION00208","Undergraduate","Biology",2024-08-04,4.48,1,"Homework Help",3,"Assignment Completed","True",3.2,"08","2024","Sunday",0.223214285714286,2
"SESSION00209","Undergraduate","Engineering",2025-06-05,39.95,9,"Homework Help",4,"Gave Up","False",3.9,"06","2025","Thursday",0.225281602002503,3
"SESSION00210","Undergraduate","History",2024-12-26,48.04,10,"Coding",5,"Confused","False",3.9,"12","2024","Thursday",0.208159866777685,3
"SESSION00211","Undergraduate","Math",2024-07-10,7.55,3,"Writing",4,"Gave Up","False",5,"07","2024","Wednesday",0.397350993377483,1
"SESSION00212","High School","Engineering",2024-12-23,20.2,5,"Studying",3,"Assignment Completed","False",4,"12","2024","Monday",0.247524752475248,1
"SESSION00213","Undergraduate","Psychology",2025-05-04,20.35,7,"Coding",4,"Assignment Completed","False",5,"05","2025","Sunday",0.343980343980344,1
"SESSION00214","Undergraduate","Computer Science",2024-11-11,84.15,31,"Homework Help",5,"Confused","False",5,"11","2024","Monday",0.368389780154486,3
"SESSION00215","Undergraduate","Business",2024-11-28,10.54,4,"Writing",5,"Idea Drafted","True",5,"11","2024","Thursday",0.379506641366224,1
"SESSION00216","High School","History",2025-01-20,5.76,1,"Homework Help",5,"Assignment Completed","True",5,"01","2025","Monday",0.173611111111111,1
"SESSION00217","Undergraduate","Engineering",2024-08-04,10.93,3,"Research",1,"Confused","False",2,"08","2024","Sunday",0.274473924977127,2
"SESSION00218","Undergraduate","Biology",2024-10-04,11.12,2,"Homework Help",3,"Assignment Completed","True",2.5,"10","2024","Friday",0.179856115107914,2
"SESSION00219","Undergraduate","Psychology",2024-08-24,43.1,12,"Studying",3,"Idea Drafted","True",3,"08","2024","Saturday",0.278422273781903,3
"SESSION00220","Graduate","Math",2025-02-08,5.18,1,"Studying",4,"Assignment Completed","True",4.9,"02","2025","Saturday",0.193050193050193,1
"SESSION00221","Graduate","Business",2025-06-23,23.58,6,"Writing",3,"Idea Drafted","True",3.2,"06","2025","Monday",0.254452926208651,2
"SESSION00222","Undergraduate","Engineering",2025-01-27,30.16,11,"Homework Help",2,"Assignment Completed","True",2.4,"01","2025","Monday",0.364721485411141,2
"SESSION00223","Undergraduate","Biology",2025-06-06,17.16,5,"Coding",3,"Assignment Completed","True",2.4,"06","2025","Friday",0.291375291375291,2
"SESSION00224","High School","History",2025-04-28,24.37,6,"Writing",3,"Assignment Completed","True",4.4,"04","2025","Monday",0.246204349610176,1
"SESSION00225","Graduate","Engineering",2024-09-28,15.24,5,"Studying",4,"Assignment Completed","False",4.3,"09","2024","Saturday",0.328083989501312,1
"SESSION00226","Graduate","Biology",2024-07-25,44.81,11,"Writing",5,"Assignment Completed","True",4.9,"07","2024","Thursday",0.245480919437626,3
"SESSION00227","High School","History",2024-10-31,18.58,8,"Research",5,"Confused","False",3.8,"10","2024","Thursday",0.430570505920345,1
"SESSION00228","Graduate","Math",2024-08-28,11.51,3,"Homework Help",5,"Assignment Completed","True",5,"08","2024","Wednesday",0.260642919200695,1
"SESSION00229","Graduate","Business",2024-09-03,62.93,17,"Writing",2,"Assignment Completed","False",1.9,"09","2024","Tuesday",0.270141426982361,3
"SESSION00230","Undergraduate","Computer Science",2025-03-02,33.3,7,"Coding",3,"Confused","False",2.3,"03","2025","Sunday",0.21021021021021,2
"SESSION00231","Graduate","Psychology",2025-06-15,18.47,8,"Studying",4,"Idea Drafted","False",3.7,"06","2025","Sunday",0.433134813210612,1
"SESSION00232","Undergraduate","Psychology",2025-01-30,46.97,20,"Homework Help",3,"Assignment Completed","True",1,"01","2025","Thursday",0.425803704492229,3
"SESSION00233","Undergraduate","Business",2025-03-23,16.77,4,"Writing",2,"Assignment Completed","True",1.5,"03","2025","Sunday",0.238521168753727,2
"SESSION00234","High School","History",2025-05-26,15.87,3,"Coding",4,"Assignment Completed","True",3.3,"05","2025","Monday",0.189035916824197,1
"SESSION00235","Undergraduate","Psychology",2024-08-03,15.21,7,"Writing",2,"Assignment Completed","True",1.1,"08","2024","Saturday",0.460223537146614,2
"SESSION00236","Undergraduate","Computer Science",2025-02-23,33.03,10,"Writing",2,"Assignment Completed","False",2,"02","2025","Sunday",0.302755071147442,2
"SESSION00237","Undergraduate","Psychology",2025-05-05,28.1,10,"Coding",3,"Assignment Completed","True",3.3,"05","2025","Monday",0.355871886120996,3
"SESSION00238","Undergraduate","Business",2024-06-30,10.52,4,"Writing",4,"Assignment Completed","True",3.5,"06","2024","Sunday",0.380228136882129,1
"SESSION00239","Graduate","Math",2024-12-23,39.41,8,"Writing",3,"Assignment Completed","True",3,"12","2024","Monday",0.202994163917787,3
"SESSION00240","Undergraduate","Psychology",2024-09-16,8.87,4,"Homework Help",3,"Confused","False",4.1,"09","2024","Monday",0.450958286358512,1
"SESSION00241","Undergraduate","Engineering",2025-04-03,28.1,13,"Writing",5,"Idea Drafted","True",5,"04","2025","Thursday",0.462633451957295,3
"SESSION00242","Graduate","Biology",2025-03-26,5.57,2,"Writing",5,"Gave Up","False",4.7,"03","2025","Wednesday",0.359066427289048,1
"SESSION00243","Undergraduate","Business",2024-08-12,4.8,2,"Homework Help",2,"Assignment Completed","True",2.4,"08","2024","Monday",0.416666666666667,2
"SESSION00244","Undergraduate","Computer Science",2024-08-28,10.72,3,"Writing",3,"Confused","False",3.6,"08","2024","Wednesday",0.279850746268657,2
"SESSION00245","Undergraduate","Engineering",2025-04-06,20.1,5,"Coding",4,"Assignment Completed","True",4.2,"04","2025","Sunday",0.248756218905473,1
"SESSION00246","Undergraduate","Biology",2025-05-09,9.18,4,"Homework Help",2,"Idea Drafted","True",2.2,"05","2025","Friday",0.435729847494553,2
"SESSION00247","Graduate","Biology",2025-05-25,17.91,7,"Studying",5,"Idea Drafted","True",3.3,"05","2025","Sunday",0.390843104410944,1
"SESSION00248","Graduate","Business",2025-03-16,17.27,4,"Coding",4,"Assignment Completed","True",4.6,"03","2025","Sunday",0.231615518239722,1
"SESSION00249","High School","History",2025-01-07,22.81,6,"Homework Help",4,"Assignment Completed","True",3.1,"01","2025","Tuesday",0.263042525208242,1
"SESSION00250","Undergraduate","Biology",2024-09-24,27.42,5,"Homework Help",3,"Assignment Completed","False",4.2,"09","2024","Tuesday",0.182348650619985,1
"SESSION00251","Undergraduate","History",2024-11-29,13.08,4,"Homework Help",3,"Assignment Completed","True",4,"11","2024","Friday",0.305810397553517,1
"SESSION00252","Undergraduate","History",2024-06-26,25.74,6,"Studying",3,"Confused","False",3.5,"06","2024","Wednesday",0.233100233100233,2
"SESSION00253","Graduate","Biology",2025-03-15,11.92,4,"Studying",1,"Assignment Completed","True",1,"03","2025","Saturday",0.335570469798658,2
"SESSION00254","Graduate","Business",2025-01-13,23.44,6,"Coding",5,"Assignment Completed","True",5,"01","2025","Monday",0.255972696245734,1
"SESSION00255","Undergraduate","Math",2025-05-29,19.44,7,"Brainstorming",4,"Idea Drafted","True",3.8,"05","2025","Thursday",0.360082304526749,1
"SESSION00256","Undergraduate","Business",2024-10-08,12.1,2,"Studying",5,"Idea Drafted","True",4.7,"10","2024","Tuesday",0.165289256198347,1
"SESSION00257","Undergraduate","Computer Science",2025-02-02,32.53,11,"Studying",3,"Idea Drafted","True",2.1,"02","2025","Sunday",0.338149400553335,3
"SESSION00258","Graduate","Psychology",2025-04-28,11.69,4,"Homework Help",3,"Assignment Completed","True",2.6,"04","2025","Monday",0.342172797262618,2
"SESSION00259","High School","Psychology",2025-04-03,36.98,9,"Writing",4,"Confused","False",4.6,"04","2025","Thursday",0.243374797187669,3
"SESSION00260","Undergraduate","Biology",2025-04-21,5.58,1,"Writing",4,"Assignment Completed","True",4.7,"04","2025","Monday",0.17921146953405,1
"SESSION00261","Graduate","History",2025-05-16,27.09,6,"Studying",3,"Idea Drafted","True",2.5,"05","2025","Friday",0.221483942414175,2
"SESSION00262","Graduate","Computer Science",2024-09-04,10.34,4,"Coding",3,"Gave Up","False",2.5,"09","2024","Wednesday",0.386847195357834,2
"SESSION00263","Undergraduate","Biology",2025-01-01,67.56,21,"Writing",3,"Assignment Completed","False",3.8,"01","2025","Wednesday",0.310834813499112,3
"SESSION00264","Undergraduate","Math",2025-01-22,17.13,6,"Studying",4,"Gave Up","False",3.8,"01","2025","Wednesday",0.350262697022767,1
"SESSION00265","Undergraduate","Engineering",2024-09-24,3.64,1,"Writing",4,"Confused","False",3.7,"09","2024","Tuesday",0.274725274725275,1
"SESSION00266","Undergraduate","Math",2024-07-17,12.54,4,"Writing",3,"Idea Drafted","False",3,"07","2024","Wednesday",0.318979266347687,2
"SESSION00267","Undergraduate","Computer Science",2024-12-07,2.32,1,"Writing",2,"Assignment Completed","True",2.3,"12","2024","Saturday",0.431034482758621,2
"SESSION00268","Undergraduate","Engineering",2024-09-13,10.81,2,"Coding",5,"Assignment Completed","True",5,"09","2024","Friday",0.185013876040703,1
"SESSION00269","Undergraduate","Computer Science",2025-02-17,20.42,5,"Coding",4,"Assignment Completed","True",2.5,"02","2025","Monday",0.244857982370225,2
"SESSION00270","High School","Computer Science",2025-03-09,16.65,3,"Coding",4,"Assignment Completed","True",4.8,"03","2025","Sunday",0.18018018018018,1
"SESSION00271","Graduate","Computer Science",2024-11-21,37.77,11,"Writing",3,"Assignment Completed","True",3.9,"11","2024","Thursday",0.291236431029918,3
"SESSION00272","Graduate","Psychology",2024-09-06,2.61,1,"Writing",4,"Assignment Completed","True",5,"09","2024","Friday",0.383141762452107,1
"SESSION00273","High School","History",2025-05-10,9.13,4,"Coding",5,"Assignment Completed","False",4.1,"05","2025","Saturday",0.438116100766703,1
"SESSION00274","Undergraduate","Engineering",2025-01-14,8.67,3,"Coding",4,"Assignment Completed","True",4.2,"01","2025","Tuesday",0.346020761245675,1
"SESSION00275","Undergraduate","Computer Science",2024-10-15,5.8,1,"Coding",3,"Assignment Completed","True",3.4,"10","2024","Tuesday",0.172413793103448,2
"SESSION00276","Undergraduate","History",2024-11-04,13.93,6,"Coding",4,"Confused","False",4.1,"11","2024","Monday",0.430725053840632,1
"SESSION00277","Graduate","Biology",2024-08-15,7.68,1,"Homework Help",4,"Gave Up","False",4.4,"08","2024","Thursday",0.130208333333333,1
"SESSION00278","High School","Biology",2024-11-28,35.9,13,"Writing",2,"Assignment Completed","True",1.5,"11","2024","Thursday",0.362116991643454,3
"SESSION00279","Undergraduate","Biology",2025-02-08,33.35,12,"Studying",4,"Idea Drafted","True",3.3,"02","2025","Saturday",0.359820089955022,3
"SESSION00280","Undergraduate","History",2024-11-30,11.31,4,"Studying",4,"Assignment Completed","True",3.6,"11","2024","Saturday",0.353669319186561,1
"SESSION00281","Undergraduate","Psychology",2025-06-12,6.85,1,"Studying",4,"Confused","False",3.9,"06","2025","Thursday",0.145985401459854,1
"SESSION00282","Undergraduate","Engineering",2025-02-03,46.75,10,"Writing",4,"Assignment Completed","True",3.8,"02","2025","Monday",0.213903743315508,3
"SESSION00283","Graduate","Math",2024-10-13,30.02,7,"Homework Help",3,"Confused","False",2.2,"10","2024","Sunday",0.233177881412392,2
"SESSION00284","Graduate","Engineering",2024-10-06,25.69,6,"Research",2,"Gave Up","True",1,"10","2024","Sunday",0.233553912028026,2
"SESSION00285","High School","Computer Science",2024-09-28,32.81,9,"Writing",2,"Assignment Completed","True",1,"09","2024","Saturday",0.274306613837245,2
"SESSION00286","Undergraduate","History",2025-02-18,16.3,5,"Research",2,"Confused","False",1,"02","2025","Tuesday",0.306748466257669,2
"SESSION00287","Graduate","Computer Science",2025-05-22,6.57,1,"Studying",2,"Confused","True",1.3,"05","2025","Thursday",0.15220700152207,2
"SESSION00288","Undergraduate","Biology",2025-06-04,14.75,3,"Studying",4,"Assignment Completed","True",4.6,"06","2025","Wednesday",0.203389830508475,1
"SESSION00289","Undergraduate","Biology",2024-08-11,28.55,8,"Homework Help",3,"Assignment Completed","True",3.2,"08","2024","Sunday",0.280210157618214,2
"SESSION00290","High School","Computer Science",2025-03-25,33.99,15,"Studying",5,"Assignment Completed","True",4.8,"03","2025","Tuesday",0.441306266548985,3
"SESSION00291","High School","Biology",2024-12-04,26.87,7,"Studying",4,"Assignment Completed","False",3.9,"12","2024","Wednesday",0.26051358392259,1
"SESSION00292","High School","Math",2024-10-01,16.5,3,"Studying",3,"Assignment Completed","False",2.2,"10","2024","Tuesday",0.181818181818182,2
"SESSION00293","High School","Biology",2025-03-02,32.25,8,"Writing",5,"Assignment Completed","False",4.1,"03","2025","Sunday",0.248062015503876,1
"SESSION00294","High School","Biology",2025-02-14,47.14,14,"Studying",3,"Confused","True",2.6,"02","2025","Friday",0.296987696224014,3
"SESSION00295","Undergraduate","Biology",2025-01-03,51.31,17,"Brainstorming",3,"Idea Drafted","False",2.8,"01","2025","Friday",0.331319430910154,3
"SESSION00296","Undergraduate","Math",2024-06-24,7.44,1,"Writing",5,"Idea Drafted","False",5,"06","2024","Monday",0.134408602150538,1
"SESSION00297","Undergraduate","History",2024-08-07,5.22,1,"Studying",5,"Confused","False",5,"08","2024","Wednesday",0.191570881226054,1
"SESSION00298","Undergraduate","Psychology",2024-11-28,21.84,5,"Writing",3,"Assignment Completed","True",1.8,"11","2024","Thursday",0.228937728937729,2
"SESSION00299","High School","Math",2025-02-08,16.6,3,"Coding",4,"Confused","True",4.2,"02","2025","Saturday",0.180722891566265,1
"SESSION00300","Undergraduate","Biology",2024-09-06,15.18,3,"Coding",4,"Assignment Completed","True",4.6,"09","2024","Friday",0.197628458498024,1
"SESSION00301","Undergraduate","Biology",2025-04-10,7.5,2,"Writing",4,"Idea Drafted","True",5,"04","2025","Thursday",0.266666666666667,1
"SESSION00302","High School","Psychology",2024-09-30,26.34,6,"Writing",4,"Assignment Completed","True",2.6,"09","2024","Monday",0.227790432801822,2
"SESSION00303","Undergraduate","Biology",2025-03-19,5.5,1,"Homework Help",3,"Confused","True",2.4,"03","2025","Wednesday",0.181818181818182,2
"SESSION00304","Undergraduate","Math",2024-08-12,11.76,3,"Research",3,"Confused","True",3.5,"08","2024","Monday",0.255102040816327,2
"SESSION00305","Undergraduate","Psychology",2025-02-02,25.46,10,"Coding",2,"Assignment Completed","True",1.9,"02","2025","Sunday",0.392772977219167,2
"SESSION00306","High School","Math",2024-09-03,9.37,2,"Coding",4,"Idea Drafted","False",4.6,"09","2024","Tuesday",0.213447171824973,1
"SESSION00307","Graduate","Business",2025-05-06,7.17,2,"Coding",1,"Assignment Completed","False",1.5,"05","2025","Tuesday",0.278940027894003,2
"SESSION00308","High School","Engineering",2025-02-27,5.81,1,"Homework Help",5,"Confused","True",5,"02","2025","Thursday",0.172117039586919,1
"SESSION00309","High School","Business",2025-02-04,35.62,13,"Studying",3,"Idea Drafted","True",2.5,"02","2025","Tuesday",0.364963503649635,3
